Student_ID,inactivity_score,poor_performance_score,inconsistent_engagement_score,study_hours_per_week,attendance_rate,previous_failures,dropout
868,46,67,27,19,100,0,0
869,22,85,76,13,50,1,0
870,78,89,34,31,93,2,1
871,100,48,40,26,82,0,0
872,84,42,76,24,82,3,1
873,13,35,30,3,81,0,0
874,65,57,84,20,61,1,1
875,74,12,31,17,72,3,0
876,50,51,53,38,76,3,1
877,37,57,97,14,88,0,0
878,63,31,71,37,57,1,0
879,97,80,58,23,66,3,1
880,37,99,40,7,93,2,1
881,49,59,65,27,94,5,1
882,97,82,95,20,59,2,0
883,81,57,53,15,56,4,1
884,29,98,39,15,57,4,0
885,78,55,27,34,76,1,0
886,90,27,36,16,63,3,0
887,50,0,64,8,67,2,0
888,62,41,73,34,72,2,0
889,97,81,54,28,76,5,1
890,51,47,3,38,92,1,1
891,37,39,98,17,61,3,0
892,96,96,9,11,97,1,0
893,87,62,46,18,56,0,0
894,78,75,74,21,61,2,1
895,29,71,13,14,72,1,0
896,50,87,37,0,84,1,0
897,80,79,11,1,87,5,1
898,4,3,44,7,60,0,0
899,28,37,16,21,96,4,0
900,3,26,79,24,85,2,0
901,9,8,34,1,61,5,0
902,55,15,65,8,91,1,0
903,16,55,74,8,82,2,0
904,73,75,40,12,96,4,1
905,16,30,66,5,89,1,0
906,83,87,28,29,60,0,1
907,87,13,17,14,93,2,1
908,68,24,19,14,95,5,0
909,33,33,13,6,77,0,0
910,5,66,33,10,63,4,1
911,52,23,48,39,59,4,0
912,65,72,53,37,99,2,1
913,76,25,30,39,98,4,1
914,42,19,57,1,65,3,0
915,74,63,41,38,87,5,0
916,22,9,57,9,86,2,1
917,54,82,81,16,93,3,0
918,79,66,29,6,70,4,1
919,94,23,24,39,76,2,0
920,74,4,62,38,92,3,1
921,15,66,18,3,62,4,1
922,7,57,71,34,74,1,0
923,3,26,91,35,72,1,0
924,3,79,7,30,81,0,0
925,55,14,94,24,76,1,0
926,24,34,2,40,74,3,1
927,66,75,66,12,55,5,0
928,95,52,85,17,80,1,1
929,66,43,80,20,69,2,0
930,26,25,99,0,80,2,0
931,92,46,16,35,85,2,0
932,31,33,13,7,61,1,0
933,49,86,8,20,54,1,0
934,60,94,61,20,51,0,0
935,50,49,93,26,100,5,1
936,18,83,20,18,81,5,1
937,20,11,75,22,81,4,0
938,4,86,36,34,95,0,0
939,81,3,95,39,79,3,0
940,91,86,10,4,54,2,1
941,41,47,19,40,50,1,0
942,60,54,34,7,88,4,0
943,21,0,52,10,59,4,1
944,20,88,46,15,70,1,0
945,69,65,74,38,65,0,0
946,0,29,51,23,78,4,0
947,4,2,7,20,81,5,1
948,11,20,3,22,73,0,0
949,89,88,26,37,52,1,1
950,45,83,43,7,75,0,0
951,33,48,39,6,80,5,0
952,48,85,46,1,77,2,0
953,77,84,93,29,59,1,1
954,89,61,43,12,51,5,1
955,44,96,47,22,55,1,0
956,26,37,90,28,61,5,1
957,72,14,84,37,78,5,0
958,25,51,51,36,63,4,0
959,46,78,83,19,67,4,0
960,85,45,67,32,58,4,1
961,55,24,10,28,93,2,0
962,93,20,76,14,88,2,0
963,62,87,72,22,85,5,1
964,47,4,3,2,100,3,1
965,60,69,75,36,55,1,0
966,80,46,72,28,87,4,1
967,25,86,76,7,59,1,0
968,35,67,47,21,64,5,0
969,0,90,25,28,93,0,0
970,7,17,76,1,88,5,0
971,98,20,38,40,58,2,1
972,51,91,91,0,90,3,1
973,78,98,57,19,61,0,0
974,46,85,18,20,69,1,0
975,55,22,87,36,73,2,0
976,85,63,82,7,94,4,1
977,13,66,76,26,78,0,1
978,89,39,76,34,95,2,0
979,27,9,57,5,53,1,1
980,86,88,27,18,78,5,1
981,77,51,65,17,88,1,0
982,87,71,9,0,72,0,0
983,1,74,85,24,52,0,0
984,25,60,76,26,90,5,1
985,13,63,57,6,100,0,1
986,58,4,72,28,80,3,0
987,55,52,96,30,64,4,1
988,6,54,13,35,84,2,0
989,2,36,83,18,92,5,0
990,22,55,14,5,70,1,0
991,17,58,95,24,57,1,1
992,37,92,32,30,71,4,1
993,98,68,16,8,53,0,0
994,14,72,23,19,57,0,0
995,63,58,29,9,56,1,0
996,88,1,61,36,65,4,1
997,100,64,12,26,57,1,1
998,27,59,61,12,87,0,0
999,73,50,46,40,93,5,0
1000,38,29,15,1,53,2,0
1001,56,10,65,20,91,0,0
1002,16,91,80,32,58,5,1
1003,85,75,95,23,73,2,1
1004,89,38,42,33,74,3,0
1005,43,89,7,8,70,4,1
1006,24,76,2,1,93,5,0
1007,16,71,11,29,53,3,0
1008,12,62,83,21,74,0,0
1009,83,63,15,10,89,4,1
1010,24,60,77,16,77,5,1
1011,67,53,79,35,93,0,1
1012,9,91,58,12,88,4,0
1013,66,93,48,6,84,4,0
1014,17,72,62,15,53,0,0
1015,99,94,61,32,68,0,1
1016,85,57,48,0,85,5,0
1017,33,84,50,10,79,4,1
1018,7,55,32,5,54,5,1
1019,39,33,29,19,53,4,0
1020,82,30,58,34,68,5,0
1021,41,51,75,36,84,0,0
1022,40,88,14,40,75,0,0
1023,100,75,81,25,67,1,1
1024,5,0,91,11,72,5,1
1025,51,54,22,29,81,1,0
1026,25,21,77,27,62,1,0
1027,63,39,93,26,83,3,0
1028,97,100,96,18,65,4,1
1029,58,0,44,4,98,2,1
1030,55,64,61,4,94,3,0
1031,58,62,78,40,56,4,0
1032,69,53,70,26,73,2,1
1033,100,41,14,27,81,1,0
1034,32,20,45,25,69,2,1
1035,52,78,63,26,65,0,1
1036,21,80,45,20,50,0,1
1037,20,21,55,0,96,5,0
1038,69,37,43,27,63,4,0
1039,69,98,74,14,94,3,0
1040,3,79,28,16,68,1,0
1041,93,7,94,25,83,4,0
1042,74,61,61,19,69,1,1
1043,61,46,88,24,92,0,1
1044,61,16,51,12,65,3,0
1045,93,16,53,32,84,3,0
1046,94,89,87,24,54,0,0
1047,23,12,56,7,66,2,1
1048,54,16,82,4,56,3,1
1049,8,37,65,5,77,2,0
1050,2,80,21,22,73,1,1
1051,30,77,19,29,76,3,0
1052,39,44,32,13,79,5,1
1053,100,5,71,22,67,0,1
1054,35,34,24,10,95,2,1
1055,23,13,45,30,73,5,1
1056,94,71,72,5,76,1,1
1057,5,60,97,10,67,1,0
1058,65,14,56,12,57,3,1
1059,83,53,86,11,64,3,1
1060,91,26,4,1,70,5,0
1061,74,12,54,34,97,4,0
1062,3,30,60,35,67,4,0
1063,78,34,88,16,76,3,0
1064,5,59,7,27,85,4,0
1065,93,5,15,27,65,0,1
1066,50,68,47,21,90,5,1
1067,61,85,60,37,69,0,0
1068,56,57,14,6,93,4,1
1069,65,48,64,14,59,3,0
1070,78,22,21,31,74,0,0
1071,74,88,2,10,83,1,0
1072,7,33,53,23,64,3,0
1073,25,25,13,2,51,5,1
1074,50,46,35,29,51,2,0
1075,44,4,81,5,99,2,0
1076,43,89,81,1,52,3,1
1077,4,19,66,13,57,4,0
1078,69,5,9,40,50,0,0
1079,25,69,48,17,57,0,0
1080,67,58,64,30,70,3,0
1081,18,63,90,12,93,1,1
1082,83,17,56,25,76,5,1
1083,96,3,26,11,64,4,1
1084,19,16,74,17,63,1,0
1085,11,13,4,8,65,3,1
1086,46,77,70,20,75,3,1
1087,0,12,82,39,61,1,0
1088,89,6,56,23,76,2,0
1089,13,43,92,33,87,3,1
1090,63,14,14,7,97,5,0
1091,37,18,98,32,92,4,1
1092,36,62,100,22,65,1,0
1093,10,34,75,12,77,2,0
1094,99,80,29,13,78,1,1
1095,76,34,19,13,65,2,0
1096,2,18,36,15,90,2,0
1097,32,19,2,37,57,5,0
1098,5,99,72,38,60,4,1
1099,49,34,40,25,56,3,0
1100,9,31,38,25,98,2,0
1101,4,47,25,0,81,3,1
1102,22,43,1,31,94,4,1
1103,9,23,22,14,88,3,0
1104,43,60,22,20,99,5,1
1105,1,16,84,17,53,5,1
1106,12,70,15,29,61,0,1
1107,39,49,8,12,55,5,0
1108,1,64,12,23,67,2,0
1109,83,98,27,29,67,4,0
1110,64,31,26,1,87,5,0
1111,62,35,50,18,71,1,1
1112,100,12,63,24,59,4,0
1113,72,69,51,13,89,2,1
1114,16,57,80,5,90,4,0
1115,8,13,37,11,100,5,1
1116,74,36,99,19,87,1,1
1117,14,78,64,22,91,0,0
1118,23,67,17,29,54,2,0
1119,37,39,62,29,53,2,0
1120,34,58,50,37,74,4,0
1121,93,79,8,29,79,3,0
1122,94,91,12,40,71,3,0
1123,48,15,39,29,71,1,0
1124,68,61,54,35,54,0,1
1125,61,3,78,33,83,0,0
1126,59,44,42,15,52,4,0
1127,49,89,43,23,88,4,0
1128,77,27,67,13,93,3,1
1129,74,95,32,25,96,5,1
1130,8,65,23,7,50,0,0
1131,33,30,35,13,55,5,1
1132,75,2,9,30,83,0,0
1133,98,7,99,1,90,5,1
1134,34,23,19,3,58,5,0
1135,0,14,74,0,79,0,1
1136,39,42,11,19,76,1,1
1137,63,30,61,13,93,1,1
1138,21,72,17,39,64,4,0
1139,59,44,93,24,100,5,1
1140,63,65,100,24,58,5,1
1141,92,7,62,2,77,5,0
1142,71,70,83,4,77,5,0
1143,10,56,24,37,56,5,0
1144,100,79,11,25,86,3,0
1145,13,98,20,39,95,2,0
1146,59,29,24,37,86,5,1
1147,29,73,10,37,80,3,1
1148,34,17,63,3,95,1,0
1149,84,68,72,6,83,5,1
1150,36,92,49,29,85,1,1
1151,4,38,61,29,52,4,0
1152,82,59,88,18,74,2,1
1153,77,97,98,38,62,0,0
1154,25,42,95,34,87,2,1
1155,61,44,48,39,56,5,0
1156,3,22,13,32,88,5,0
1157,88,68,0,32,94,2,0
1158,41,93,80,13,72,2,0
1159,88,5,24,37,84,4,0
1160,17,55,58,9,84,1,1
1161,39,3,71,27,69,0,0
1162,71,92,68,13,60,2,0
1163,38,22,4,35,87,0,0
1164,13,5,98,37,92,2,1
1165,31,31,18,15,62,1,0
1166,50,17,22,20,51,0,0
1167,37,14,8,27,95,3,0
1168,96,39,93,32,82,1,0
1169,22,95,49,5,83,0,1
1170,62,72,15,40,54,2,1
1171,14,100,32,14,89,2,1
1172,96,73,1,2,77,1,0
1173,24,83,13,34,94,1,1
1174,16,5,0,13,76,2,0
1175,96,62,89,1,74,0,0
1176,65,66,57,28,66,3,1
1177,77,10,88,3,96,4,1
1178,52,42,15,25,59,1,0
1179,50,16,78,11,84,2,0
1180,38,95,89,1,50,0,1
1181,50,3,46,16,88,1,1
1182,69,62,43,34,92,0,0
1183,5,67,79,9,77,1,0
1184,66,80,13,21,70,2,1
1185,6,40,92,40,52,0,0
1186,50,82,23,20,51,2,0
1187,71,4,54,14,90,0,0
1188,41,31,14,34,52,1,0
1189,63,85,82,20,93,4,0
1190,14,69,71,20,79,4,1
1191,28,34,33,20,97,3,0
1192,32,21,1,31,99,3,0
1193,93,64,26,4,88,5,1
1194,26,83,73,38,74,2,1
1195,35,21,98,8,72,0,0
1196,28,10,86,17,63,3,1
1197,37,76,71,20,51,1,1
1198,56,2,91,7,65,4,1
1199,96,8,22,33,73,0,0
1200,100,59,67,9,93,5,1
1201,26,75,13,40,99,4,0
1202,54,86,62,23,53,0,0
1203,32,13,92,39,75,3,1
1204,67,96,64,23,100,3,0
1205,85,17,67,31,62,2,0
1206,65,72,62,32,78,5,0
1207,9,22,95,37,53,0,0
1208,4,73,96,33,94,5,0
1209,73,82,89,10,86,1,0
1210,96,46,80,30,72,5,0
1211,37,68,86,17,92,3,1
1212,12,46,63,22,76,2,0
1213,30,86,31,21,72,3,0
1214,46,29,78,17,94,4,1
1215,99,24,12,39,78,3,0
1216,87,27,65,40,82,0,0
1217,51,97,18,38,85,2,0
1218,55,24,23,19,83,0,0
1219,14,73,87,12,96,1,1
1220,28,77,10,0,69,1,0
1221,7,57,58,3,100,3,0
1222,4,93,85,23,50,2,1
1223,28,40,14,35,69,5,0
1224,46,24,9,35,57,2,0
1225,67,77,40,1,65,2,0
1226,75,98,26,27,78,2,1
1227,44,47,59,25,97,3,0
1228,1,97,72,22,81,0,1
1229,26,9,51,14,80,3,0
1230,94,98,27,35,54,5,1
1231,35,74,64,26,70,0,1
1232,35,10,16,5,78,5,0
1233,25,84,94,34,67,4,1
1234,42,20,43,38,50,4,0
1235,26,85,9,37,77,0,0
1236,68,44,62,34,84,3,0
1237,19,6,100,35,79,5,0
1238,10,80,92,9,99,5,1
1239,73,63,81,29,98,1,1
1240,37,63,46,40,61,5,1
1241,5,1,37,37,79,3,0
1242,71,75,69,28,52,1,1
1243,22,41,75,38,58,3,0
1244,46,81,52,3,62,2,0
1245,89,53,77,4,79,5,1
1246,45,74,43,3,98,2,1
1247,11,15,73,35,79,4,1
1248,89,17,53,15,69,4,1
1249,12,98,19,24,70,0,0
1250,61,58,78,13,91,5,1
1251,81,89,30,10,72,1,1
1252,88,15,6,28,96,2,0
1253,96,5,57,33,50,3,1
1254,59,56,9,21,53,5,0
1255,42,46,9,13,90,0,0
1256,75,47,38,23,87,3,0
1257,99,41,27,38,58,2,0
1258,67,75,29,25,76,5,0
1259,4,59,36,35,73,2,1
1260,36,76,66,38,62,5,1
1261,71,3,42,15,65,5,0
1262,91,1,78,37,89,2,1
1263,30,89,84,31,70,2,0
1264,8,58,51,5,50,3,0
1265,50,26,100,33,93,0,0
1266,28,26,55,7,73,2,0
1267,77,78,75,29,56,4,0
1268,39,71,67,26,98,0,0
1269,40,6,8,6,70,4,0
1270,85,62,91,26,64,3,0
1271,10,45,22,24,82,2,0
1272,22,62,62,40,83,0,0
1273,0,11,60,14,72,2,0
1274,45,12,39,24,82,5,0
1275,100,42,43,21,98,2,1
1276,20,16,85,17,83,0,0
1277,89,62,23,11,85,2,0
1278,35,80,50,22,76,2,0
1279,53,35,57,38,70,1,1
1280,86,84,89,24,84,1,0
1281,56,7,93,9,91,0,0
1282,0,68,32,29,57,0,0
1283,62,89,15,9,59,5,0
1284,53,79,21,33,89,5,1
1285,54,35,56,12,56,2,0
1286,39,27,61,28,60,4,0
1287,14,92,81,37,50,0,0
1288,20,46,70,40,53,2,0
1289,46,75,89,8,90,4,1
1290,72,100,71,12,68,1,1
1291,52,29,69,36,52,5,1
1292,8,22,29,13,97,0,0
1293,73,15,22,36,87,2,0
1294,51,13,31,8,54,1,0
1295,56,73,85,7,92,3,0
1296,25,70,56,38,89,1,0
1297,40,51,8,39,54,2,0
1298,34,36,30,2,59,5,0
1299,62,28,70,39,62,4,0
1300,24,66,8,32,54,3,0
1301,89,14,12,31,74,3,0
1302,74,99,57,6,92,5,1
1303,37,46,2,18,69,3,1
1304,1,45,34,33,50,0,0
1305,6,51,96,13,88,2,0
1306,81,18,20,18,64,3,0
1307,90,76,63,25,60,1,0
1308,33,20,94,16,88,4,0
1309,90,63,51,27,80,2,0
1310,16,36,33,18,64,5,0
1311,42,26,95,26,85,1,0
1312,58,54,34,18,66,0,0
1313,50,28,14,32,90,3,1
1314,53,19,95,6,73,1,0
1315,23,24,5,28,89,2,0
1316,24,69,84,4,61,1,0
1317,70,62,96,29,79,0,1
1318,51,35,31,7,74,4,1
1319,69,1,51,11,63,3,0
1320,87,21,82,12,53,2,1
1321,32,95,96,25,53,3,0
1322,48,15,27,17,58,3,0
1323,28,17,94,19,100,5,0
1324,62,68,84,15,58,3,1
1325,21,53,97,36,93,1,0
1326,25,99,63,2,70,1,0
1327,27,29,78,26,87,4,1
1328,84,44,77,14,81,0,1
1329,48,18,18,33,54,2,0
1330,70,86,14,21,70,1,1
1331,80,33,5,39,81,3,0
1332,83,12,72,22,59,0,0
1333,48,42,100,3,59,2,0
1334,19,61,83,40,77,2,0
1335,85,92,97,22,84,2,0
1336,91,99,37,8,72,2,1
1337,62,21,25,23,64,4,0
1338,60,51,81,20,81,2,0
1339,48,51,91,40,98,0,0
1340,70,35,50,15,59,1,0
1341,0,72,72,24,55,0,0
1342,95,18,95,25,75,3,0
1343,12,37,52,8,54,5,0
1344,93,69,55,14,62,4,1
1345,86,78,58,38,86,4,0
1346,50,56,69,32,77,3,0
1347,55,19,77,0,79,0,0
1348,82,8,91,4,67,0,1
1349,61,31,57,8,82,3,0
1350,31,3,87,5,81,5,1
1351,29,49,12,27,50,2,0
1352,28,81,42,25,86,2,0
1353,48,4,75,27,68,1,0
1354,44,19,50,39,67,0,0
1355,92,86,18,14,86,0,0
1356,29,74,20,5,85,3,1
1357,15,36,90,26,85,3,1
1358,39,21,82,37,52,2,0
1359,18,57,23,3,83,0,1
1360,17,67,25,10,71,0,0
1361,0,92,44,20,62,4,0
1362,77,43,27,29,53,1,1
1363,46,33,81,17,56,1,0
1364,65,76,99,34,55,2,0
1365,91,41,28,2,73,5,1
1366,93,8,16,11,57,0,1
1367,37,94,67,26,87,4,0
1368,50,6,43,29,83,0,0
1369,62,67,60,20,95,3,1
1370,3,18,92,37,98,2,1
1371,0,93,67,20,85,5,1
1372,7,30,73,37,61,1,0
1373,28,34,24,39,76,0,0
1374,54,56,94,14,52,5,1
1375,2,84,66,17,55,2,0
1376,31,60,1,28,73,1,1
1377,9,30,88,37,90,0,0
1378,73,82,48,20,100,4,1
1379,82,94,69,16,72,2,1
1380,33,52,25,40,94,0,0
1381,96,31,71,17,55,1,1
1382,86,65,98,36,86,1,1
1383,54,58,26,37,83,4,0
1384,91,9,88,11,93,2,1
1385,31,1,17,10,76,2,1
1386,49,65,53,19,79,5,1
1387,6,59,0,8,96,0,0
1388,92,87,60,0,60,5,1
1389,7,16,2,2,77,1,0
1390,64,95,67,20,91,1,0
1391,56,15,40,22,72,4,0
1392,66,15,36,8,80,4,0
1393,87,45,50,18,69,2,0
1394,86,38,14,18,82,5,1
1395,58,30,7,22,74,1,0
1396,71,87,37,26,90,0,0
1397,53,0,82,26,88,3,0
1398,100,10,55,38,70,0,0
1399,66,84,46,35,75,4,0
1400,50,3,89,11,85,0,0
1401,96,70,9,26,71,1,0
1402,91,25,77,33,57,5,1
1403,7,49,48,32,93,2,0
1404,33,11,40,27,74,5,0
1405,34,94,82,30,64,3,0
1406,95,80,29,31,70,2,0
1407,87,96,4,19,52,3,0
1408,77,74,94,39,52,3,1
1409,31,91,70,34,70,1,0
1410,45,95,82,30,80,1,1
1411,15,64,30,30,99,4,1
1412,67,46,51,37,98,4,0
1413,36,91,87,21,77,3,1
1414,53,52,97,40,94,5,1
1415,84,70,22,8,62,4,1
1416,13,1,47,8,73,1,0
1417,94,23,39,14,58,4,1
1418,54,3,5,12,84,3,0
1419,47,18,37,21,50,2,0
1420,81,25,40,15,98,5,0
1421,6,74,99,31,96,5,0
1422,73,39,26,1,94,0,0
1423,6,49,74,25,97,4,1
1424,32,42,68,13,88,5,1
1425,22,74,56,37,61,1,0
1426,84,66,16,33,68,2,0
1427,18,11,70,7,95,1,1
1428,18,66,90,35,86,4,1
1429,35,26,46,20,66,3,0
1430,28,53,78,27,92,0,0
1431,59,65,12,5,78,0,0
1432,81,48,10,19,81,2,0
1433,1,15,89,30,99,5,0
1434,0,1,85,32,63,5,0
1435,46,59,91,6,79,5,1
1436,68,53,23,7,95,0,0
1437,19,29,92,8,91,3,0
1438,10,83,72,1,66,5,1
1439,1,37,3,16,72,1,0
1440,66,27,45,36,81,5,0
1441,86,24,17,16,69,3,0
1442,11,95,42,37,88,2,1
1443,19,9,79,34,94,2,1
1444,4,59,32,38,77,0,0
1445,36,41,92,29,60,3,0
1446,37,39,9,5,84,1,0
1447,93,96,72,3,87,3,1
1448,8,76,58,36,74,1,0
1449,97,41,30,34,54,1,0
1450,52,46,27,8,50,3,0
1451,43,36,59,5,54,4,1
1452,98,79,2,12,74,3,1
1453,85,21,54,21,78,1,1
1454,23,56,13,27,72,5,1
1455,80,83,57,29,78,2,1
1456,73,26,88,35,57,2,1
1457,29,40,14,1,87,0,0
1458,58,79,1,35,52,2,1
1459,86,33,23,7,55,4,0
1460,95,31,77,8,65,1,1
1461,80,89,63,0,51,3,1
1462,80,88,70,12,53,3,1
1463,13,65,99,14,81,4,1
1464,8,11,23,31,83,2,0
1465,39,39,26,33,97,1,0
1466,65,72,36,30,67,2,0
1467,24,75,93,13,94,0,0
1468,72,89,90,13,91,2,1
1469,21,72,38,28,65,0,0
1470,3,9,62,18,86,3,0
1471,25,95,78,26,86,1,0
1472,57,97,25,8,69,5,0
1473,28,47,64,36,76,0,0
1474,97,19,3,36,64,2,1
1475,86,38,28,27,61,2,0
1476,36,59,0,23,56,3,0
1477,74,65,49,27,62,4,0
1478,69,64,85,35,89,5,1
1479,17,50,10,17,81,4,0
1480,84,35,73,24,55,2,1
1481,41,23,58,34,77,4,1
1482,99,26,61,3,87,5,1
1483,40,1,80,13,96,5,0
1484,37,30,35,38,95,1,0
1485,33,56,55,25,96,4,1
1486,16,77,89,7,68,1,0
1487,36,65,20,23,78,2,1
1488,24,28,12,15,99,2,1
1489,75,14,8,19,85,2,0
1490,86,11,10,14,51,3,0
1491,85,100,74,6,84,4,1
1492,84,27,69,16,80,0,0
1493,26,83,0,21,56,5,0
1494,56,23,69,21,68,0,1
1495,30,20,76,11,99,2,0
1496,5,9,85,17,98,4,0
1497,90,77,55,14,100,1,0
1498,39,100,30,36,82,0,0
1499,97,17,85,15,76,2,1
1500,11,87,36,4,98,0,1
1501,52,13,46,1,79,0,0
1502,70,33,90,27,89,5,0
1503,9,57,77,40,84,0,0
1504,44,75,46,26,73,2,1
1505,16,21,68,30,56,5,0
1506,25,69,57,40,88,2,1
1507,84,35,35,35,89,3,1
1508,91,44,31,0,54,3,1
1509,61,35,97,28,59,3,1
1510,45,21,63,0,97,0,0
1511,63,77,70,7,62,4,1
1512,1,79,41,15,56,2,1
1513,53,60,47,27,66,3,1
1514,64,99,73,21,88,4,1
1515,50,55,80,17,81,3,0
1516,52,88,29,21,98,3,1
1517,35,95,20,40,70,4,0
1518,25,32,59,11,75,3,1
1519,28,44,12,18,81,0,0
1520,20,35,0,24,64,0,0
1521,10,19,64,4,96,5,1
1522,39,17,32,33,68,0,0
1523,10,37,37,38,86,1,0
1524,35,66,24,9,77,5,0
1525,58,22,25,6,92,3,1
1526,38,95,76,36,90,1,1
1527,98,15,58,14,89,2,1
1528,53,58,91,23,85,4,0
1529,97,68,32,25,88,2,1
1530,54,67,100,25,95,1,1
1531,23,20,40,25,94,0,0
1532,21,77,29,9,86,3,1
1533,68,94,56,16,69,5,0
1534,55,77,48,13,100,3,1
1535,32,69,47,1,70,0,0
1536,35,11,71,12,50,3,0
1537,19,15,48,26,72,4,0
1538,82,80,46,8,54,4,1
1539,98,86,55,6,83,4,1
1540,80,13,64,9,63,2,1
1541,61,60,11,8,85,0,0
1542,97,70,68,21,73,4,1
1543,72,45,87,22,87,1,0
1544,25,31,5,6,98,4,0
1545,65,14,88,8,62,5,0
1546,72,43,64,26,68,2,1
1547,72,16,24,23,77,1,0
1548,39,40,0,28,97,0,1
1549,16,53,31,16,86,0,0
1550,0,43,2,19,87,5,0
1551,88,97,48,6,86,4,1
1552,60,4,18,39,78,1,0
1553,42,26,59,6,71,5,1
1554,41,86,28,27,56,1,0
1555,24,77,49,18,78,4,0
1556,38,78,1,19,57,4,1
1557,34,42,72,38,89,3,0
1558,2,96,55,39,91,3,0
1559,100,30,16,6,68,4,1
1560,43,98,59,5,79,2,0
1561,50,16,35,24,70,5,0
1562,93,91,60,40,77,3,1
1563,97,82,16,12,63,4,1
1564,11,53,48,38,76,1,0
1565,18,61,75,39,54,5,0
1566,100,86,59,21,64,3,1
1567,43,31,19,16,95,2,0
1568,58,39,49,21,79,5,1
1569,48,12,2,33,59,5,0
1570,60,83,42,7,98,0,0
1571,16,34,56,17,88,1,1
1572,73,4,49,23,64,2,1
1573,56,72,67,1,73,2,0
1574,54,28,80,1,82,2,1
1575,46,69,49,26,98,1,0
1576,11,24,36,13,55,2,0
1577,61,94,45,38,54,0,0
1578,79,21,41,11,67,3,0
1579,87,65,14,31,91,1,1
1580,82,44,32,27,65,2,0
1581,7,68,79,27,61,4,0
1582,94,90,10,24,89,3,1
1583,20,88,19,3,53,5,1
1584,80,71,23,25,59,1,0
1585,86,0,63,35,98,4,0
1586,100,83,79,2,78,5,1
1587,79,43,93,0,60,4,0
1588,69,86,97,16,61,2,0
1589,71,95,64,6,91,1,1
1590,24,74,87,4,98,2,1
1591,81,38,87,18,87,5,0
1592,88,53,72,38,64,0,0
1593,11,87,85,33,73,4,1
1594,14,74,75,34,75,0,1
1595,58,28,16,15,55,5,1
1596,25,53,88,39,84,2,0
1597,25,89,91,38,67,3,1
1598,46,15,60,26,66,4,1
1599,31,98,14,40,68,3,0
1600,9,19,93,37,50,1,0
1601,15,45,50,24,64,4,0
1602,70,66,26,25,94,0,0
1603,16,64,85,13,83,3,1
1604,22,57,73,13,84,5,1
1605,25,52,60,13,86,1,0
1606,84,0,57,24,72,4,0
1607,85,80,30,35,89,5,1
1608,6,65,90,3,59,1,1
1609,13,28,11,14,98,0,0
1610,78,83,45,31,65,5,0
1611,6,69,30,17,58,4,0
1612,8,7,31,13,96,1,0
1613,47,28,31,0,94,2,0
1614,71,50,98,19,64,4,1
1615,58,32,52,9,75,4,0
1616,86,2,60,9,53,4,0
1617,92,59,45,23,67,4,0
1618,81,34,84,33,53,2,0
1619,94,68,73,27,70,5,1
1620,93,90,79,26,63,5,1
1621,38,75,6,39,68,5,0
1622,98,83,3,0,81,0,0
1623,17,19,90,32,71,2,0
1624,58,72,51,3,85,2,1
1625,16,38,88,6,83,1,0
1626,13,3,30,8,63,3,1
1627,30,18,74,15,78,5,0
1628,23,90,83,4,58,3,1
1629,98,44,35,33,83,1,1
1630,59,42,53,22,80,2,1
1631,44,12,53,24,83,1,0
1632,97,12,16,12,89,4,1
1633,2,59,74,23,84,1,1
1634,36,56,29,10,72,1,0
1635,42,85,98,16,63,4,1
1636,39,91,21,36,61,3,0
1637,89,51,42,12,86,4,1
1638,54,52,26,26,56,0,0
1639,86,85,36,19,71,1,0
1640,38,42,45,32,71,1,0
1641,14,82,34,31,76,3,0
1642,3,71,3,7,63,2,0
1643,92,71,79,28,54,4,0
1644,85,41,79,39,79,2,1
1645,24,89,84,18,52,0,0
1646,12,25,25,5,100,4,0
1647,81,22,99,38,84,0,0
1648,32,42,18,40,59,0,0
1649,15,76,80,20,54,0,0
1650,41,27,44,21,84,5,1
1651,65,8,25,9,52,4,1
1652,54,19,21,9,53,4,0
1653,98,55,57,28,53,5,1
1654,41,82,62,15,72,3,1
1655,33,38,27,0,92,5,0
1656,29,50,64,16,82,1,0
1657,12,11,43,29,76,2,1
1658,12,78,99,25,82,2,0
1659,17,94,42,18,95,0,0
1660,31,54,36,20,95,4,1
1661,95,77,65,16,74,4,0
1662,98,10,16,39,82,0,0
1663,38,25,39,20,72,1,0
1664,45,41,37,40,57,2,1
1665,28,26,84,39,50,5,0
1666,61,10,60,18,92,3,1
1667,92,37,8,6,81,1,0
1668,61,97,76,16,78,4,0
1669,56,42,74,0,91,0,1
1670,15,18,60,36,68,2,0
1671,55,63,79,5,59,0,0
1672,9,5,15,25,54,4,0
1673,29,45,1,1,87,0,0
1674,24,41,71,31,83,5,1
1675,83,91,42,4,53,2,1
1676,4,64,41,36,99,0,0
1677,64,98,76,30,84,2,0
1678,93,71,56,11,81,0,1
1679,48,58,80,34,63,0,0
1680,2,51,87,29,63,2,0
1681,44,46,66,5,83,5,0
1682,13,6,29,14,81,0,0
1683,29,10,12,14,71,5,0
1684,67,60,18,15,64,1,0
1685,17,67,6,19,69,3,0
1686,61,24,8,12,58,1,0
1687,36,11,82,30,66,3,0
1688,24,25,53,33,59,1,0
1689,47,11,85,28,74,3,0
1690,64,42,81,2,98,0,0
1691,52,50,60,8,77,2,1
1692,78,36,86,10,89,2,0
1693,72,45,1,10,76,4,0
1694,14,52,49,24,71,3,1
