Student_ID,Time_Spent_On_App,Past_Grades,attendance_rate,time_spent_on_quiz,question_attemted,pass_fail,topic_difficulty,future_score
1034,9.337644154567219,2,69,2.5705769138081083,12,Fail,High,52.98829920017013
1035,5.815457058724474,69,65,2.0574775503496596,32,Pass,Low,80.06861069498704
1036,7.1294553019025555,95,50,0.8878273061134828,18,Pass,Low,97.73393951952814
1037,5.733048000398259,22,96,2.356678483647911,25,Fail,High,73.97275907198701
1038,5.423871709456486,75,63,1.2440421714022092,14,Pass,Low,89.63393607837538
1039,3.710205098546923,36,94,1.7981669925286015,13,Fail,High,75.32908340707468
1040,8.120686811905124,58,68,4.598694610026567,37,Pass,Medium,85.13608676418279
1041,7.230145738569945,71,83,0.011058622979190913,34,Pass,Low,90.80687670221282
1042,0.19441758429936007,80,69,4.691044033376822,4,Pass,Low,88.86635915248323
1043,4.421257928163785,28,92,1.8544857948076476,36,Fail,High,69.09698127368787
1044,2.8855686452561735,10,65,4.67266356392774,20,Fail,High,60.1765378618683
1045,5.378067203186325,57,84,1.5439529341279468,25,Pass,Medium,77.04876806470232
1046,9.538694941176072,61,54,0.23593771833184451,49,Pass,Low,84.75250252216561
1047,5.992725446443799,15,66,4.712438477338075,20,Fail,High,60.8625464640788
1048,0.930420257370842,82,56,3.0649224073826624,12,Pass,Low,94.10155951473853
1049,0.2396193902359811,65,77,4.780779124177786,49,Pass,Low,86.81666522297222
1050,6.462679305038055,85,73,4.498562388189092,8,Pass,Low,91.94068822824048
1051,0.5170394505452258,51,76,3.2300274793740162,28,Pass,Medium,81.76332768631156
1052,0.14050786403133952,41,79,0.5738403094184141,34,Pass,Medium,77.89287191027194
1053,7.007012475221317,65,67,3.910623791721759,17,Pass,Low,82.81863533425772
1054,2.543369910897011,94,95,3.226136641783357,24,Pass,Low,96.83990749614622
1055,8.239545896679198,5,73,3.1462122703340505,28,Fail,High,64.6282745100023
1056,3.333541750357649,53,76,2.22558044713524,41,Pass,Medium,78.5702645472136
1057,1.7762322590267288,80,67,3.323983576095892,23,Pass,Low,90.79831011310021
1058,5.147227153934723,28,57,1.219163002941498,19,Fail,High,75.78955674974235
1059,1.0076215816306333,51,64,0.3741813672779304,29,Pass,Medium,81.25159266498582
1060,1.7980859986671183,22,70,4.346525512580402,24,Fail,High,71.20261078393031
1061,3.0051219277897956,94,97,2.630324888648858,13,Pass,Low,101.0549775058044
1062,1.0331300898538154,95,67,3.059807968540427,38,Pass,Low,95.93781093984224
1063,1.9631436032467287,54,76,3.331327930340356,1,Pass,Medium,80.4307500661305
1064,8.253386034344496,18,85,1.4755088306264001,13,Fail,High,60.289160984019745
1065,0.046364391032103214,98,65,1.6300397439993115,2,Pass,Low,100.28675226620757
1066,5.524968249398546,23,90,2.5845897060002168,39,Fail,High,73.27398187572331
1067,2.3913253636717613,23,69,2.3630567503051667,48,Fail,High,77.31103330047796
1068,3.321675058303172,32,93,0.936265420834651,43,Fail,High,61.976199794038635
1069,9.555452803856035,15,59,3.8307916888425537,30,Fail,High,59.92910234412862
1070,6.692690359504473,92,74,2.423164321759401,10,Pass,Low,88.210654509374
1071,3.5141173311172103,32,83,3.978049743063056,46,Fail,High,77.54337453022079
1072,6.7962564989022045,91,64,3.8831373133109337,45,Pass,Low,95.64266917378694
1073,8.832457054873188,6,51,4.861188709625881,11,Fail,High,60.82793109251167
1074,4.613460884947788,6,51,2.1465840756196704,24,Fail,High,55.36035485719228
1075,9.672281614521896,55,99,3.639795679176921,21,Pass,Medium,90.81551216087716
1076,9.413500305422515,6,52,2.6776322620152255,32,Fail,High,69.8669235780476
1077,9.21054573470849,100,57,2.0921251785753325,36,Pass,Low,101.57902557633038
1078,1.0495034803677528,94,50,0.18762618872392667,46,Pass,Low,101.92561017046432
1079,7.05632600671636,76,57,1.2752464366752188,30,Pass,Low,80.0277198206374
1080,2.893129202666649,38,70,1.0259864912679262,16,Fail,High,79.60893452945214
1081,0.6749815550419247,5,93,1.2750317595045964,40,Fail,High,61.689488645358715
1082,0.825717067864532,2,76,4.642152781858171,4,Fail,High,63.305158895560105
1083,5.125456269990569,62,64,4.07685628106623,1,Pass,Low,86.20920254785337
1084,1.0836649079264726,19,63,4.7111045494830925,19,Fail,High,64.19541183501137
1085,7.5602916243995395,73,65,0.3600839733128741,10,Pass,Low,90.85043635097406
1086,7.962062324870679,98,75,3.4800215275173567,2,Pass,Low,97.88544484024763
1087,3.0625972671457937,54,61,2.193835457577385,36,Pass,Medium,81.96214383967312
1088,2.525715242446446,52,76,4.987359159489709,6,Pass,Medium,82.90709780305318
1089,8.700539298245,11,87,4.471651282694947,11,Fail,High,67.11274249902863
1090,0.4608009049269002,29,97,1.6486770149604024,46,Fail,High,75.3100053131874
1091,8.009821990057285,75,92,0.6115175119673188,40,Pass,Low,81.91202501739507
1092,7.444563856929729,29,65,2.2436466482327706,21,Fail,High,71.40211430655653
1093,6.03872676697828,38,77,1.2947704273124383,16,Fail,High,66.38901573493075
1094,7.049504839019689,60,78,3.1430082603651304,44,Pass,Low,72.78009262137914
1095,1.4818233548144422,20,65,2.192464182908924,34,Fail,High,68.99675019081107
1096,9.575055692681909,28,90,0.14606505319147645,47,Fail,High,67.4488847858403
1097,9.498079554032673,90,57,4.888707242669331,14,Pass,Low,96.40449310612021
1098,7.52183623241076,65,60,4.649126162405541,33,Pass,Low,85.11454597343219
1099,2.5768321724994205,90,56,4.050109230487981,46,Pass,Low,97.11859154286861
1100,9.948903408211633,47,98,1.0825976533932868,9,Pass,Medium,79.35710333513049
1101,5.9500403155529185,70,81,0.9811231002480592,12,Pass,Low,87.95992976746508
1102,0.5036423626176967,68,94,0.08106419064123738,30,Pass,Low,87.65670463535267
1103,5.038168894097051,57,88,1.1157544224674494,11,Pass,Medium,91.19036645766734
1104,5.541316263725791,20,99,1.829413900979292,40,Fail,High,59.1703382229687
1105,3.4110823523676292,3,53,2.080675036473939,20,Fail,High,57.349724027110724
1106,5.63968463157908,64,61,3.0109810248466733,22,Pass,Low,88.58900844743991
1107,7.172065387481018,91,55,1.7774947199424136,32,Pass,Low,97.85938038919294
1108,0.12189659254915886,96,67,2.198289807081571,21,Pass,Low,108.83987566290664
1109,5.419585812213963,75,67,4.999511107469502,27,Pass,Low,95.44151808011146
1110,4.235945797165903,4,87,2.171842783995132,4,Fail,High,61.04716306377409
1111,9.351731319064065,37,71,0.09620565023598537,46,Fail,High,71.34375611781236
1112,6.0613884283146655,42,59,4.872289029866922,35,Pass,Medium,77.72583697035944
1113,4.548913943088618,47,89,0.6657593972468229,31,Pass,Medium,75.9243372662165
1114,0.9237595438736179,99,90,4.922714226892077,21,Pass,Low,105.21131475719692
1115,8.094312770431827,78,100,0.018808642232077677,2,Pass,Low,90.99354457710862
1116,5.5601744039103105,53,87,4.072229573212703,46,Pass,Medium,75.54945523156292
1117,6.567326799712921,21,91,3.742606498287486,28,Fail,High,71.30082186373707
1118,4.007300168294206,29,54,4.793430901047909,21,Fail,High,70.26596833860434
1119,7.446308241887229,14,53,3.4719864848273225,15,Fail,High,70.28624716376166
1120,3.442260807892162,62,74,3.8822201350207446,3,Pass,Low,81.75712398492969
1121,3.2280707682315137,6,79,1.1169636780903818,23,Fail,High,59.46032576926353
1122,1.5800386754758666,67,71,4.576736250408446,10,Pass,Low,96.15650425256047
1123,1.461699973006143,65,71,2.1235405135842016,7,Pass,Low,84.9239619335961
1124,3.251570528819394,49,54,2.6459387813048343,10,Pass,Medium,78.04298957383286
1125,1.860305873455228,77,83,0.21592983203363558,31,Pass,Low,87.86937512721408
1126,3.4052803868638404,50,52,2.3045794238911737,46,Pass,Medium,80.87039074504983
1127,2.590448050907741,80,88,1.3944841855952954,21,Pass,Low,94.83936757551228
1128,6.953201284088742,72,93,4.553013266453845,33,Pass,Low,93.77670969554886
1129,7.1154969699934725,85,96,3.6494561202898885,26,Pass,Low,86.50085610470073
1130,5.896547299029465,44,50,2.548465452458402,2,Pass,Medium,68.09618232452216
1131,8.913321633575295,93,55,0.334648570577592,15,Pass,Low,98.04566962268763
1132,2.5865014534257593,77,83,4.565359075825492,25,Pass,Low,85.9837942792884
1133,6.121233753205796,90,90,3.359390433821219,22,Pass,Low,91.81327030030113
1134,4.582900343609491,63,58,1.5292817370939678,24,Pass,Low,80.57969428895359
1135,7.457090628678946,0,79,3.817063583522018,38,Fail,High,63.003426423618905
1136,7.710884767423174,13,76,4.233115300470784,8,Fail,High,56.7149679053658
1137,9.976038991198436,73,93,1.2636802221430572,11,Pass,Low,95.48153612308732
1138,4.163797255819581,18,64,2.5054373657279303,7,Fail,High,61.28868925385092
1139,8.445199971040285,62,100,2.095756544694664,35,Pass,Low,76.17871462601232
1140,8.626832102442247,18,58,2.7971355266409352,37,Fail,High,63.16667170409195
1141,5.165289810037392,21,77,4.544174609312475,10,Fail,High,67.48595498220018
1142,2.553468139075817,24,77,4.349250305526217,14,Fail,High,65.18237928129142
1143,4.316805399148805,96,56,3.318977923329827,39,Pass,Low,108.39947906998435
1144,3.690958562119999,50,86,1.4542754937670939,15,Pass,Medium,82.29095468033263
1145,1.158032885070961,32,95,0.7290966728445281,13,Fail,High,72.0109587494112
1146,4.203665714271994,72,86,1.114414604111778,35,Pass,Low,85.87813806210173
1147,9.178326666382887,100,80,4.184202677657743,5,Pass,Low,99.09193036457202
1148,6.0165335540377445,2,95,3.1551096331882134,16,Fail,High,54.917066931921575
1149,8.2868651456886,19,83,3.4883853800293534,25,Fail,High,62.86918733916958
1150,2.5010028362140058,53,85,2.8192172057064435,5,Pass,Medium,80.34993463718094
1151,6.483889358630886,57,52,1.3111245560182443,8,Pass,Medium,81.27482247138009
1152,2.5043769734228407,40,74,4.3236952144207965,11,Fail,Medium,74.89352634220985
1153,0.8431286777569447,56,62,4.5704562072453125,42,Pass,Medium,84.91567587732192
1154,2.4031679932361993,13,87,0.5579829480469634,36,Fail,High,64.7196788694293
1155,5.45155104270304,84,56,2.0593124237512246,19,Pass,Low,92.14472146008542
1156,8.711627054685716,83,88,1.10593347623144,32,Pass,Low,95.83965033728487
1157,0.9443287650558918,63,94,2.9704448401279153,7,Pass,Low,83.70882826363277
1158,0.12720735213652024,100,72,0.8846806105441785,14,Pass,Low,101.69666048549198
1159,9.125852908102182,74,84,3.3229435006913772,24,Pass,Low,94.490002244736
1160,9.80608850476342,69,84,0.8431422017953116,3,Pass,Low,85.01191196068812
1161,2.645771541328129,41,69,1.9612764631975717,15,Pass,Medium,83.06601984911437
1162,7.470814491164857,10,60,1.9333642981065624,20,Fail,High,61.67335183538699
1163,9.040700993624204,90,87,1.476096217623598,3,Pass,Low,98.9027069478468
1164,9.39292281671676,29,92,2.3534527330769666,39,Fail,High,70.57981524964435
1165,8.160306911982719,40,62,2.1630889124999024,23,Fail,Medium,74.8990035213212
1166,7.996252200432632,54,51,1.3767374534218564,20,Pass,Medium,86.00475723656024
1167,1.120685615497562,99,95,1.001026592703664,34,Pass,Low,100.03692542545437
1168,1.084134426116583,85,82,4.127779278575796,40,Pass,Low,98.42630721934263
1169,2.7355547051806828,78,83,2.4878551362398458,19,Pass,Low,99.75925957996425
1170,9.254074902331446,13,54,0.07978552510550352,5,Fail,High,59.71665103238966
1171,4.448237926285582,29,89,0.9587863893402759,6,Fail,High,76.05367874326612
1172,5.229965477385585,76,77,4.777370873959704,12,Pass,Low,82.78072727235073
1173,9.275581750590362,66,94,4.6157870512636485,35,Pass,Low,83.13269392010653
1174,9.45679144032342,87,76,1.168055352951426,2,Pass,Low,92.84926043568838
1175,8.206223277635091,61,74,3.658912102646705,10,Pass,Low,81.31394814866339
1176,3.0152445057439445,40,66,1.8707552668043992,9,Fail,Medium,79.90169812705207
1177,7.089986444220133,44,96,0.4567911145917608,27,Pass,Medium,73.13499262177143
1178,1.6727786064227668,5,59,3.1140406393848648,25,Fail,High,56.96251389849185
1179,3.777265775050135,31,84,1.9017096176766106,23,Fail,High,66.72741653333837
1180,4.286607972456516,77,50,0.9656302179653176,41,Pass,Low,99.71253761113077
1181,1.5985383601834235,9,88,4.11535343094776,46,Fail,High,61.145662108842714
1182,2.969046808017992,47,92,3.0398739658594263,47,Pass,Medium,79.20209639811728
1183,4.995880945573385,98,77,4.302592707820193,43,Pass,Low,96.01715292550779
1184,4.4622640248269105,4,70,4.818242133393104,17,Fail,High,65.99105254692999
1185,5.195028938795038,87,52,1.2152780180970713,16,Pass,Low,84.64149506401249
1186,8.118266649703001,22,51,0.48502678633576934,30,Fail,High,72.89728977211011
1187,5.714168798552835,8,90,2.3595599465049455,24,Fail,High,65.88555157543824
1188,7.116363999792304,97,52,0.915211158769802,13,Pass,Low,99.7863247021118
1189,2.3771359639233935,11,93,2.9878425768988466,21,Fail,High,66.57541185999958
1190,5.490277402517902,18,79,2.058554303900533,3,Fail,High,69.11951525771882
1191,8.560926544525193,70,97,3.846545641323353,24,Pass,Low,84.12961952205424
1192,5.094649852448137,82,99,4.77169132435362,18,Pass,Low,90.32526286907331
1193,8.995756377198127,56,88,3.8628317667827234,48,Pass,Medium,89.88866319547787
1194,4.809266139889472,74,74,0.878032865190303,29,Pass,Low,85.64514879929504
1195,6.6633149022460305,23,72,1.1702087792567306,40,Fail,High,64.06530151651356
1196,8.258447192573309,59,63,0.3693642774162531,33,Pass,Medium,83.57055114395308
1197,3.635397195614243,10,51,4.908645206282901,27,Fail,High,55.16701595330817
1198,3.2609319461187916,51,65,4.110624802173326,7,Pass,Medium,78.86144640320961
1199,5.4878784327072605,23,73,0.6670234316396184,10,Fail,High,72.43659254042886
1200,6.572039129535437,4,93,3.917280722467949,46,Fail,High,57.666765709237424
1201,8.864693995032269,14,99,2.741512902198796,5,Fail,High,62.78313610711657
1202,5.529228228709982,48,53,2.1809307815083114,49,Pass,Medium,76.9908931816121
1203,1.6848502213549332,91,75,4.549588474128206,9,Pass,Low,91.86999526276269
1204,0.704218859197534,81,100,1.760252249071359,3,Pass,Low,90.14186289144908
1205,3.8136258773532825,14,62,1.9204622854590876,6,Fail,High,62.60053322295286
1206,1.1464100318783965,81,78,1.3704084519221682,46,Pass,Low,88.96894079793783
1207,6.388002473490527,29,53,3.253284457868601,48,Fail,High,71.32049268454642
1208,0.3290816430705512,88,94,0.9907792698210793,16,Pass,Low,89.99269010676367
1209,6.4590317565912425,40,86,3.906812350389255,12,Fail,Medium,78.83260746947207
1210,1.3843285744824796,38,72,3.9742089841012125,4,Fail,High,77.81294296466801
1211,8.545178077434901,33,92,4.15393924554956,27,Fail,High,69.43122573618248
1212,3.186100411664976,70,76,0.20688933949419397,10,Pass,Low,86.7625632126258
1213,1.9534948462805435,39,72,3.725756391012239,32,Fail,High,73.66669368023055
1214,4.775482916182517,69,94,0.1746842839621343,4,Pass,Low,90.70280332038386
1215,0.7908708074412474,32,78,2.1064104790097398,38,Fail,High,71.76884780394379
1216,8.361613570708409,80,82,3.57503087906546,29,Pass,Low,83.22990794405376
1217,0.9543553121194193,72,85,0.31827101805097124,42,Pass,Low,86.08411251490692
1218,9.263718731654079,9,83,2.857760446232924,20,Fail,High,62.24610365523061
1219,5.029904405691105,83,96,0.38095323991926444,10,Pass,Low,92.27362236093855
1220,5.158812639699325,5,69,0.6582742515781809,15,Fail,High,54.2793335047718
1221,8.012583244587773,20,100,0.7151926848332424,23,Fail,High,69.65983127121525
1222,2.624893848259622,96,50,1.7777642133500153,29,Pass,Low,99.85444509561701
1223,5.591016195344891,44,69,1.1121461343827443,8,Pass,Medium,86.93660410909193
1224,7.306100119889162,16,57,3.7940920458408156,19,Fail,High,74.43809197849548
1225,7.611400210572952,99,65,1.7111396199116924,30,Pass,Low,104.98980550460747
1226,2.04953612923672,14,78,0.6698224976111727,42,Fail,High,74.76062023115549
1227,2.0740462964742035,95,97,0.693390127387854,14,Pass,Low,93.52885151675787
1228,2.2448553818931973,59,81,2.4881439377149377,41,Pass,Medium,83.01405738068841
1229,5.493589988829718,30,80,4.088927315926464,17,Fail,High,66.3140613787924
1230,8.86006175667126,18,54,4.324241995928101,24,Fail,High,62.89464192521487
1231,0.3817577990829246,92,70,3.1167084470434583,0,Pass,Low,98.49196230846127
1232,0.8079940564068244,41,78,0.5755354808192181,4,Pass,Medium,71.59769493674222
1233,1.2361635900094259,80,67,2.2655708213108317,5,Pass,Low,94.2543346804871
1234,2.8690114413455703,43,50,4.365922675175236,39,Pass,Medium,77.88002082527116
1235,1.3574158852364981,93,77,2.5066938045234624,12,Pass,Low,98.50873614582923
1236,6.767705086784183,34,84,3.5975249788460246,4,Fail,High,83.22908362791915
1237,6.810613177217174,20,79,4.367406434828272,16,Fail,High,71.9754221710836
1238,9.090247318286007,35,99,4.789677681841274,21,Fail,High,76.99949563803654
1239,8.030311143943972,76,98,1.6218705952437196,45,Pass,Low,88.89216765017133
1240,0.08782134258313312,64,61,3.9744964622732777,27,Pass,Low,76.84237769822067
1241,1.0591812851407623,25,79,2.468809015010185,44,Fail,High,63.80267232195498
1242,1.8673201976511944,49,52,4.115792931608321,43,Pass,Medium,76.40206430963988
1243,2.667695061695973,63,58,0.5289956018842462,8,Pass,Low,86.71832724152618
1244,8.244527878315939,22,62,1.8689368093951997,41,Fail,High,70.4060564098723
1245,1.5721718421658926,4,79,1.2608818749363664,14,Fail,High,63.996062208459016
1246,9.472699319634083,8,98,0.8658209136833994,6,Fail,High,67.18133747728359
1247,7.857976061831016,13,79,2.2723695211759365,12,Fail,High,60.67400882074322
1248,8.468270180657232,9,69,2.753425246052115,22,Fail,High,68.56094980764045
1249,7.3027781644314915,69,70,4.405774742372561,28,Pass,Low,85.59553045824076
1250,0.7295553239705543,80,91,2.761260081025925,28,Pass,Low,85.96611593706882
1251,7.513952347363744,48,72,0.3321675023748172,3,Pass,Medium,71.97494171997182
1252,3.5490253047615905,92,96,0.16769161115618658,11,Pass,Low,98.36338941072668
1253,8.150339777529519,70,50,0.48198480500069696,1,Pass,Low,89.74407780155107
1254,8.002819685924466,82,53,2.6786925196671936,6,Pass,Low,91.28295622457739
1255,0.7143447446799633,30,90,1.5814272918744776,47,Fail,High,71.27833564555502
1256,4.447033401744349e-05,32,87,1.3225630175274845,48,Fail,High,76.48022034720036
1257,4.207997447065544,87,58,0.6545906941049484,32,Pass,Low,94.92566596761591
1258,2.416479637241986,43,76,2.663042814222803,8,Pass,Medium,77.76544862591994
1259,1.4891600568349295,45,73,4.130985938057897,18,Pass,Medium,82.11856777169697
1260,6.83264587399521,57,62,1.855873256199438,46,Pass,Medium,76.44372597902328
1261,3.980408812632917,70,65,4.517844650049439,17,Pass,Low,80.35540750197362
1262,7.57142811385635,11,89,0.5638071653688337,29,Fail,High,61.27835618881131
1263,1.3915983587201008,13,70,3.1204647642232057,37,Fail,High,73.55466244128502
1264,4.229607486150493,15,50,0.3150433640580813,45,Fail,High,66.55612310510604
1265,3.449521991786063,13,93,2.164816214423059,4,Fail,High,61.34758146481055
1266,7.183253086646034,93,73,2.695983768332418,32,Pass,Low,96.91696809038758
1267,9.953422143539116,37,56,3.8512586092643475,4,Fail,High,76.57441647089773
1268,1.8365354756788832,98,98,4.775378101402905,35,Pass,Low,109.58090421552467
1269,5.182558584270666,90,70,2.5435619412490436,8,Pass,Low,104.9461829529506
1270,4.446320771239326,95,64,4.428452688470845,38,Pass,Low,93.64636350486313
1271,9.391747031592244,16,82,2.4985017893449575,14,Fail,High,65.54414814364316
1272,9.572574870263791,40,83,0.0759729086616967,6,Fail,Medium,74.79514484110554
1273,8.473442592978946,66,72,1.9842793269954773,19,Pass,Low,92.78798796328174
1274,2.3839005274992764,65,82,2.1066012372997545,45,Pass,Low,86.17658279992736
1275,5.908277719922015,90,98,2.6182468511152655,16,Pass,Low,103.58484737207401
1276,2.227241858121171,65,83,3.6909296831436893,36,Pass,Low,82.51816924818672
1277,0.752709594985056,71,85,2.08995829137062,1,Pass,Low,91.03829621496945
1278,4.90357836685988,95,76,0.15821206504812668,12,Pass,Low,104.30117314567293
1279,7.079201273200567,63,70,0.14219330238698036,41,Pass,Low,90.9387026670422
1280,8.418562364090615,37,84,1.4292694509604638,0,Fail,High,78.28088372907048
1281,9.281141663222424,28,91,3.7559861851570315,37,Fail,High,79.65237282717686
1282,3.6448270406991545,98,57,1.831318350937523,13,Pass,Low,100.85660405215287
1283,3.328173547533214,90,59,3.871385424096995,48,Pass,Low,86.16453649941957
1284,6.60194771535962,99,89,4.720633884596404,28,Pass,Low,102.46122340461285
1285,7.636837445877926,63,56,3.6181424609108435,37,Pass,Low,82.72289278575211
1286,2.0326303451046734,87,60,2.018504531970679,2,Pass,Low,96.37235438464688
1287,6.122200438932981,43,50,2.8169692411570053,3,Pass,Medium,76.08971530337203
1288,3.992523531433224,77,53,2.896254958816839,26,Pass,Low,88.57124221105855
1289,0.8265058839118544,5,90,2.0700061337419347,31,Fail,High,58.27618570139497
1290,4.60826198002156,38,68,2.1139302616498967,41,Fail,High,78.35774180295078
1291,7.185878697475206,27,52,0.4252206642956824,43,Fail,High,69.98883236963864
1292,3.3019961276639687,54,97,2.212723828966215,33,Pass,Medium,84.737939027357
1293,9.82470303214927,68,87,4.285697016203516,38,Pass,Low,90.70828827382819
1294,7.379692014608872,37,54,2.762951681605549,12,Fail,High,73.63822776321548
1295,8.579176896479956,17,92,3.2208180983717827,46,Fail,High,69.57947119480852
1296,4.803923914027136,67,89,0.32309936685348595,13,Pass,Low,81.92123590195942
1297,6.891402855138031,68,54,0.9401247524078549,40,Pass,Low,90.7683388042024
1298,5.845351256248894,4,59,4.497080148351678,44,Fail,High,59.4902754561559
1299,8.308172096042124,27,62,1.2168667699293056,36,Fail,High,71.1677379902941
1300,5.452461562548271,69,54,0.6059219456741516,21,Pass,Low,84.58843622148561
1301,7.701029747644698,81,74,3.4692936551617066,29,Pass,Low,86.44865118705256
1302,9.733555538428366,62,92,1.237573118689006,34,Pass,Low,86.80108062507435
1303,9.927544105465959,42,69,1.0598513152419091,13,Pass,Medium,63.20873349941377
1304,5.70877118319429,59,50,4.516993484664177,46,Pass,Medium,91.87134119239568
1305,2.132378055350647,10,88,0.7219476002852476,44,Fail,High,55.22082202204929
1306,6.2359671981904885,45,64,2.602861865687575,41,Pass,Medium,74.27142206878887
1307,9.60708800291085,62,60,0.9043862920575668,44,Pass,Low,73.60214466289676
1308,5.738699614708449,66,88,1.2713024911211146,33,Pass,Low,85.68121201187029
1309,9.662380892453854,43,80,3.1010104245428587,29,Pass,Medium,76.0647082071249
1310,1.010284062765362,61,64,0.9048243059609595,26,Pass,Low,84.32713763435567
1311,1.9104850192074574,29,85,2.054243570912935,30,Fail,High,66.88241532562566
1312,3.7994369427209485,41,66,1.821907522040878,23,Pass,Medium,76.56679912958047
1313,8.031977177593513,21,90,2.5498343842236104,48,Fail,High,65.71996501325052
1314,2.469352867404452,79,73,3.5910880454233522,17,Pass,Low,96.15351415115346
1315,2.4891458791115326,37,89,3.6867154924154315,38,Fail,High,74.36718940933306
1316,8.356555937965211,55,61,2.524000945225845,12,Pass,Medium,77.6003049446496
1317,9.029188781288354,89,79,3.920793944831393,13,Pass,Low,79.59890844368448
1318,4.607680987784494,9,74,2.8405204495204623,32,Fail,High,67.81821327771601
1319,4.117292471148243,86,63,3.1338987264755276,38,Pass,Low,94.59582219194523
1320,5.0093861593874065,40,53,2.995024632004333,19,Fail,Medium,78.92121101539578
1321,2.52512131232006,51,53,0.6852414746218127,35,Pass,Medium,79.08276905673752
1322,1.0555365026249974,32,58,3.720952529984149,12,Fail,High,61.39476129126477
1323,0.9488869231739105,60,100,2.8719807566035644,34,Pass,Low,85.85011500816569
1324,0.9414101463213176,29,58,2.2177306296260153,23,Fail,High,69.70560404336449
1325,3.362614404460904,79,93,4.845198506356,35,Pass,Low,94.16113026069964
1326,5.0248107498553285,45,70,4.7942219872006415,34,Pass,Medium,75.11959751416865
1327,9.771943163146265,69,87,3.2633906094672085,16,Pass,Low,94.18350705524612
1328,5.536140681514324,15,81,4.777236220298075,14,Fail,High,63.06278043587876
1329,7.321666154809055,63,54,1.9773248039535918,19,Pass,Low,79.73125008412154
1330,8.005461208195516,24,70,0.969348320254107,37,Fail,High,75.69937540933634
1331,6.232354795555004,9,81,1.538444600005429,45,Fail,High,60.9444660259689
1332,7.318732729142702,52,59,3.372201317083938,41,Pass,Medium,78.06119461675239
1333,8.236345511405622,22,59,3.6689543698598692,41,Fail,High,66.09181510220407
1334,9.669198769696843,47,77,3.4202527251964048,40,Pass,Medium,81.10518751537887
1335,0.5244427531930396,41,84,2.088800130337142,6,Pass,Medium,71.55997877787989
1336,6.551398585466108,39,72,2.658849974066278,29,Fail,High,71.98727146063096
1337,9.728770856778144,1,64,1.7209330984357458,19,Fail,High,65.31644015525107
1338,8.374405155053541,18,81,4.954128469276479,34,Fail,High,64.49166401191526
1339,2.902568584495083,52,98,3.3621878473865237,37,Pass,Medium,83.08310483056337
1340,3.1031938785263415,66,59,2.8212304520511355,6,Pass,Low,88.74864969195411
1341,0.926459248908359,76,55,0.669408518093757,33,Pass,Low,92.44818931199842
1342,5.541475500880962,43,75,0.8594650180756158,43,Pass,Medium,81.04208755372797
1343,6.990849754351344,72,54,2.1340804189718083,37,Pass,Low,76.68216299662622
1344,1.7215767383751923,0,62,0.17921607859958277,42,Fail,High,56.87238070551134
1345,7.497149180720685,78,86,1.9168707323114753,35,Pass,Low,93.48646720308128
1346,6.0097521654753745,77,77,4.5153248338284016,12,Pass,Low,80.33120565165949
1347,2.672416943162906,51,79,3.4526801322618206,41,Pass,Medium,72.13304995336793
1348,6.649636620116785,11,67,2.676812279698904,43,Fail,High,62.164210450585024
1349,9.534675334801712,70,82,1.9776696205481203,48,Pass,Low,89.04844541113941
1350,1.9872827678257776,36,81,0.8626182597349669,40,Fail,High,70.49123478669985
1351,3.5111405267956175,46,50,0.3726061773004069,20,Pass,Medium,80.89293016243354
1352,4.483566956008942,60,86,0.5404065129343338,3,Pass,Low,81.83051781934869
1353,3.448773019757463,49,68,4.192706565555203,34,Pass,Medium,82.06738904962009
1354,8.459814050349364,15,67,0.5690099109928975,45,Fail,High,59.93603923551037
1355,1.0551531902298794,36,86,4.062988672577231,44,Fail,High,73.223100430282
1356,6.641105283742235,80,85,3.5529667485777345,27,Pass,Low,75.05473088371366
1357,5.770465992333939,92,85,3.3538974385906712,41,Pass,Low,97.2323889749268
1358,5.110899094026537,8,52,0.6621427814249353,26,Fail,High,63.67017564298612
1359,3.444025809485681,100,83,4.156039878296874,3,Pass,Low,103.10995091077974
1360,9.166149907826679,79,71,0.8986532833622829,25,Pass,Low,82.16842643861952
1361,9.654341396719653,20,62,0.28171439620725325,27,Fail,High,68.93381804121317
1362,9.202300849625477,24,53,4.260578526219788,1,Fail,High,75.45536417673654
1363,6.69958230004468,71,56,4.534673651320254,37,Pass,Low,85.38855368216657
1364,8.200157856432662,52,55,1.1916422350994471,34,Pass,Medium,83.92326131524452
1365,0.47631164494300604,99,73,2.685749864237619,6,Pass,Low,110.41544882391155
1366,8.420697021444195,9,57,0.1095703671021081,49,Fail,High,55.76386509212999
1367,8.3848442844857,68,87,2.6295422856801958,8,Pass,Low,92.85759687265448
1368,4.2550978119456335,86,83,0.7095351018581159,34,Pass,Low,97.62753922607811
1369,1.3206200726529216,77,95,1.9433297747114526,41,Pass,Low,92.9007268067181
1370,3.5131979589466065,91,98,2.433259846216563,4,Pass,Low,93.7066197352467
1371,7.313650619807303,13,85,3.0911164775987476,43,Fail,High,65.0144635249006
1372,1.3068387926869762,43,61,3.797346750232196,14,Pass,Medium,83.56818873141722
1373,7.558255324675253,9,76,1.6333430629421013,23,Fail,High,63.854173099742056
1374,4.584896787295953,95,52,1.098313397573642,41,Pass,Low,95.8667772680644
1375,5.110705050422296,69,55,3.3665153872157534,9,Pass,Low,84.81006898790213
