,Student_ID,Time_Spent_On_App,Past_Grades,attendance_rate,time_spent_on_quiz,question_attemted,pass_fail,topic_difficulty,future_score,inactivity_score,poor_performance_score,inconsistent_engagement_score,study_hours_per_week,previous_failures,dropout
512,513,4.44320167486077,90,53,2.229460939729605,3,Pass,Low,95.24493981712516,85,76,1,27,2,1
513,514,1.6937308708992005,15,97,2.5531316445549623,26,Fail,High,63.271941783729375,56,65,83,17,1,1
514,515,2.12484403280511,13,75,3.732495921623819,7,Fail,High,66.58797662754175,28,36,97,18,1,0
515,516,5.672126157866395,21,62,4.263842928879184,10,Fail,High,66.88211168757753,77,48,42,37,0,1
516,517,7.806211292429434,34,85,2.054262519857975,19,Fail,High,63.85587831976066,91,65,25,31,4,0
517,518,9.07770307892927,56,61,3.678932002887013,45,Pass,Medium,79.63736424385843,68,35,70,21,4,0
518,519,5.4758497801022985,18,77,4.582333140401463,26,Fail,High,67.31341268628223,46,53,37,1,5,0
519,520,6.405421263714862,35,65,0.5818233811460638,38,Fail,High,74.34289696386952,93,25,93,12,3,1
520,521,9.591619714438067,87,51,4.41059679918658,31,Pass,Low,92.04223543188286,61,74,41,22,3,0
521,522,3.0325076065527625,90,59,0.6233194140058246,39,Pass,Low,97.5482424213912,68,71,4,24,4,0
522,523,3.910594915316352,100,82,2.908234872719133,47,Pass,Low,100.14780083963178,75,39,10,27,5,1
523,524,7.435902782513155,7,88,4.292525932987143,4,Fail,High,62.88556498559999,15,42,64,10,4,0
524,525,9.361564409940854,43,83,2.208127969952014,31,Pass,Medium,76.00750206969332,89,21,33,32,5,0
525,526,0.7389648020268313,37,71,2.99136736560796,10,Fail,High,72.470751241674,89,19,0,23,5,1
526,527,8.180834483109557,77,62,3.022312621205257,20,Pass,Low,88.26714699922314,47,7,82,1,5,0
527,528,0.7525055980207462,72,83,4.176636179303108,38,Pass,Low,85.13349757764549,84,28,1,29,5,0
528,529,6.071485302778749,22,72,3.884212270960297,12,Fail,High,67.9348980175204,38,39,84,16,0,0
529,530,8.125382107707463,31,64,4.355931039201692,46,Fail,High,77.8486658847232,99,89,19,39,0,0
530,531,4.679610597767775,5,67,3.5095658049790988,15,Fail,High,68.7747593238519,32,29,60,33,4,0
531,532,1.7457061607712243,83,68,4.7317414061369325,7,Pass,Low,91.724452278528,93,80,86,37,5,0
532,533,2.606781207752391,64,59,1.298278970290948,34,Pass,Low,79.63800525235462,100,83,20,21,2,1
533,534,6.714090194279923,95,64,0.5697453318889661,39,Pass,Low,98.13085662699336,22,54,87,4,5,0
534,535,2.7170557967960463,11,72,0.3077314966481986,22,Fail,High,65.10863777462298,9,15,67,39,2,0
535,536,5.970942283144186,67,55,2.2869857734494543,17,Pass,Low,79.3123721633607,68,45,11,15,0,0
536,537,3.654550969275987,61,78,1.5196639329481192,16,Pass,Low,86.37842186557025,99,61,21,12,5,1
537,538,7.880724220846575,7,99,3.3609491111043432,37,Fail,High,63.07030889757267,33,6,19,25,1,0
538,539,1.576381310552989,12,66,3.883873136992721,29,Fail,High,58.32341360935968,51,79,81,30,4,1
539,540,4.265289878052078,94,90,0.1153345729244503,38,Pass,Low,95.76608291573493,94,44,0,38,5,0
540,541,2.352774091691882,11,76,2.860534204219894,3,Fail,High,66.88692220208273,9,58,29,22,3,0
541,542,9.54269383292797,89,80,2.9555964127539616,6,Pass,Low,93.27356262078791,18,55,96,11,2,0
542,543,4.507170276610086,76,67,4.326191218684335,31,Pass,Low,93.00533391188344,57,47,23,13,5,1
543,544,6.599745223972939,48,69,2.1513239401848896,32,Pass,Medium,76.2737483789035,95,26,13,17,1,1
544,545,4.316266426926342,78,73,0.1811819859060659,45,Pass,Low,93.62384464156348,0,52,35,26,2,0
545,546,3.009076184383539,23,65,4.700978671503096,41,Fail,High,69.64996945445411,68,86,68,27,1,0
546,547,5.237375255308563,43,53,4.367427705985913,15,Pass,Medium,68.44570183524294,3,87,74,17,4,0
547,548,6.503978930956681,90,63,4.166002227196625,43,Pass,Low,96.47016959297544,15,72,23,15,4,1
548,549,7.195308732479496,10,84,2.5239359151984204,46,Fail,High,55.58475511240525,23,34,59,15,4,1
549,550,0.7487715888071211,81,100,3.982974884477497,43,Pass,Low,91.844658559029,79,50,94,12,0,1
550,551,0.0113695087199827,88,57,3.3542574858659187,23,Pass,Low,98.54893146678482,1,83,54,28,1,0
551,552,4.336514006005837,15,57,1.143200260457669,17,Fail,High,60.78493366442082,91,36,76,8,5,1
552,553,6.008456138865077,52,99,1.6798675600883084,16,Pass,Medium,79.90078783821765,31,80,79,25,3,0
553,554,8.236988686287663,72,58,4.219483874438643,49,Pass,Low,98.53944353690166,90,94,23,27,3,1
554,555,0.1497514545310119,18,62,2.7769985431044013,5,Fail,High,60.555239552224194,83,56,76,40,4,0
555,556,1.7339841342338969,61,67,0.8972019872878034,6,Pass,Low,87.8481375042464,23,7,23,12,3,0
556,557,6.983653034883276,5,52,2.921912251905991,29,Fail,High,50.48864456037498,11,78,53,35,2,1
557,558,4.191936347561231,61,93,0.1319793762956461,26,Pass,Low,82.59499263555675,49,94,25,8,1,0
558,559,3.834816508969987,45,84,1.5126062900854798,14,Pass,Medium,73.10044038116018,34,93,65,13,1,0
559,560,6.418131677547615,39,94,2.3770834018422526,12,Fail,High,68.59915672280314,32,19,79,11,1,0
560,561,3.3572536945731746,65,73,3.942987058529488,49,Pass,Low,85.72281372337181,32,52,37,31,2,0
561,562,3.429073785934713,51,99,1.7694869242068278,46,Pass,Medium,87.14072823511724,60,11,64,37,5,1
562,563,1.2510852606774792,55,74,0.8586211464878535,35,Pass,Medium,80.15726603785603,50,48,74,2,0,0
563,564,6.677432431876041,43,94,4.235402231478329,35,Pass,Medium,76.89716660870778,42,16,50,15,2,0
564,565,3.206464009569918,56,74,3.0565526795844438,23,Pass,Medium,77.54541265073352,100,63,34,19,1,0
565,566,4.820012085109296,5,79,4.326678363550766,15,Fail,High,62.66141147460062,11,41,42,31,1,0
566,567,8.871854107442239,88,53,1.3937718942252753,10,Pass,Low,93.71628942461705,66,93,28,22,1,0
567,568,0.5426003651508005,100,68,4.560752254996408,42,Pass,Low,97.1898798663652,64,28,36,16,5,0
568,569,9.84991379473325,31,60,3.5138547214021107,40,Fail,High,71.68580635538711,32,18,80,15,3,0
569,570,9.981781642741844,6,72,0.4642910918937182,27,Fail,High,61.52241684370393,39,10,57,37,0,0
570,571,9.316615646722726,12,97,3.864083866429606,49,Fail,High,71.13149257113206,73,97,53,7,2,1
571,572,2.9111384503435813,9,54,1.0870055383602837,30,Fail,High,63.16680443641764,42,49,38,18,1,1
572,573,6.248584651705578,10,94,3.653270103131837,18,Fail,High,60.76296506446669,43,70,41,29,4,1
573,574,2.8003099043208324,16,81,4.2674934029509135,1,Fail,High,66.43123821733482,28,57,27,33,0,0
574,575,9.803216985762356,76,70,4.9066366504386965,7,Pass,Low,82.8440272666424,12,33,28,13,4,1
575,576,2.290319668881308,59,91,2.849856227029941,30,Pass,Medium,84.39256170015116,11,19,42,21,0,0
576,577,9.800849267825226,4,62,1.4420116071510254,9,Fail,High,64.55550514505983,94,49,2,16,1,0
577,578,5.918077298963996,27,77,4.97967003677728,31,Fail,High,65.70461768802068,45,87,9,14,0,1
578,579,7.536497489001359,45,95,3.9980644243161256,18,Pass,Medium,81.17477379739701,1,9,58,31,0,0
579,580,1.772388809034933,98,78,2.0843510204059523,1,Pass,Low,92.42596235730424,34,31,13,12,1,0
580,581,2.7396759707565908,48,99,3.7308329874635056,11,Pass,Medium,76.7691831749577,86,51,75,20,5,1
581,582,6.693758835543799,82,99,0.4506862823371288,17,Pass,Low,98.89481576664048,80,14,46,39,4,0
582,583,3.804849707751062,63,88,3.950400731822057,38,Pass,Low,88.0482461701898,89,100,41,32,5,1
583,584,1.6433361357547438,7,59,2.8989371579437453,19,Fail,High,59.608050182923485,7,83,93,26,4,1
584,585,1.8503100975792108,99,61,2.387371970078457,40,Pass,Low,94.6249234700936,92,2,31,34,3,0
585,586,8.001757849092378,90,87,4.996679204620392,38,Pass,Low,100.71746756109307,25,36,31,15,4,0
586,587,1.119883081140265,91,77,2.2618233811931314,13,Pass,Low,93.32150069940133,73,39,41,27,4,0
587,588,2.0513276199611896,21,65,0.6872889382592035,14,Fail,High,69.44459162754269,89,71,31,33,0,0
588,589,6.07153961537628,7,56,2.78952187847663,9,Fail,High,70.65005888341729,33,39,25,0,3,0
589,590,3.702681298561648,35,60,0.7132862636461351,16,Fail,High,74.39003635010195,6,55,0,40,1,0
590,591,8.457195958328715,30,88,4.415752942125588,41,Fail,High,76.3465620758645,67,22,55,30,1,1
591,592,6.366050480827078,53,81,4.255983976164232,47,Pass,Medium,82.63062122166643,57,10,1,35,2,0
592,593,0.4735668572874929,6,64,1.252250372509693,28,Fail,High,61.26153966321785,74,63,80,32,3,1
593,594,0.0119829651077241,48,81,0.6030523170545332,24,Pass,Medium,83.49309985987455,28,7,29,32,0,0
594,595,0.306120700814847,70,58,4.293326555016078,35,Pass,Low,87.76900668051519,35,92,70,38,2,0
595,596,2.3783874914660688,77,61,0.8574088452316242,47,Pass,Low,96.72394355057298,88,93,51,17,2,1
596,597,7.105820640662134,35,60,1.6045019719977822,39,Fail,High,62.105497018594505,20,55,90,22,1,1
597,598,1.1168661904094712,3,77,1.4921400609003466,5,Fail,High,53.50018365140531,35,59,8,22,4,0
598,599,4.351972091757229,20,79,4.653569864541555,33,Fail,High,68.25218430699871,9,9,21,14,0,0
599,600,6.744921965800028,58,99,4.72871297789332,3,Pass,Medium,85.73541154128276,100,38,33,25,3,0
600,601,1.0570026760721496,3,90,1.2644257282058295,27,Fail,High,75.23354751228976,72,27,48,29,2,0
601,602,1.136768267845929,44,52,0.494333879646292,48,Pass,Medium,67.4404899047233,23,48,0,24,0,0
602,603,7.269874827166864,95,86,4.200261150163158,4,Pass,Low,103.56189186079165,63,35,72,15,1,0
603,604,0.1755079394629599,76,50,0.5206474406405637,11,Pass,Low,88.02229455374848,98,12,83,38,2,1
604,605,3.920780260355605,94,75,4.212114554009831,7,Pass,Low,98.12739760439028,48,95,52,13,2,0
605,606,7.772640776298632,59,52,0.9888885733073788,45,Pass,Medium,81.59020634236228,98,35,82,16,5,1
606,607,1.2932172588398727,61,50,1.0331776470609433,33,Pass,Low,82.82986657157502,35,100,99,11,1,1
607,608,7.938189562262442,74,89,0.9484382703327876,10,Pass,Low,88.24657507758985,81,25,39,28,5,1
608,609,0.5927541157426286,50,61,3.1054096547780974,11,Pass,Medium,83.81288637349954,95,85,44,31,1,1
609,610,0.1109729017280636,61,95,4.166683308939174,23,Pass,Low,83.09411981481519,23,3,67,23,1,0
610,611,4.737543522427499,60,58,4.061357144181247,29,Pass,Low,79.62733287645693,22,94,8,12,5,0
611,612,3.010612015386883,57,87,4.178436029359604,44,Pass,Medium,83.60869081431015,61,81,21,19,0,0
612,613,3.2666536655223144,20,84,2.69651428189792,6,Fail,High,69.37016942472245,95,63,17,14,0,1
613,614,2.3625467703636205,83,99,3.327112799503194,31,Pass,Low,92.3007519874108,36,37,75,3,0,0
614,615,8.825547327000338,31,100,2.3857424752530765,37,Fail,High,77.99909529021724,11,87,42,33,4,0
615,616,1.3025084892610783,78,96,0.2881374064681902,15,Pass,Low,85.58351431454402,54,86,38,27,2,1
616,617,9.708996098779544,44,95,2.502687089424604,45,Pass,Medium,85.82370683715652,12,21,72,1,0,0
617,618,0.2408634563555289,52,98,3.2925160689549693,48,Pass,Medium,82.98746453532995,22,1,5,29,4,0
618,619,1.8776452017454224,45,88,2.2876688513697765,14,Pass,Medium,72.09792810364438,88,30,82,25,2,1
619,620,7.458001712144496,5,92,1.3291747461925367,5,Fail,High,60.05433061188222,98,10,47,25,0,0
620,621,5.894686486988698,47,98,3.754809466682623,8,Pass,Medium,79.83931566766061,29,91,6,19,1,0
621,622,2.5710028866920256,39,79,3.32419734414147,0,Fail,High,70.71810264575404,16,45,79,27,3,0
622,623,4.126880725181485,2,81,2.0956810095895357,34,Fail,High,60.07893895442386,61,95,68,19,0,1
623,624,9.188848612508432,51,78,0.2873692494894808,4,Pass,Medium,73.6121322795094,83,61,15,10,3,1
624,625,8.584232794271022,69,81,2.6524170784506484,25,Pass,Low,82.62423877174393,88,68,0,9,0,0
625,626,0.4493094351697868,84,78,2.575252950473128,49,Pass,Low,97.68822869425011,85,63,36,22,1,1
626,627,0.8903153052115365,64,71,3.7943457177234095,7,Pass,Low,80.57917578880262,12,9,82,36,3,0
627,628,6.790170299937532,0,79,1.3675572932748374,0,Fail,High,55.1602478465036,58,39,36,40,4,0
628,629,0.7717263769108285,34,72,0.9733707513943824,2,Fail,High,77.38913044639925,18,23,80,18,1,0
629,630,2.843049985787573,11,97,0.955846971330694,17,Fail,High,65.7465777699861,48,98,63,17,3,1
630,631,5.494784676296871,50,76,1.61448255070457,31,Pass,Medium,75.50516970842918,99,43,89,26,3,1
631,632,8.606645046160299,57,91,1.2049641019076685,21,Pass,Medium,83.00055994019051,11,59,85,5,5,0
632,633,8.533988273491051,0,91,4.537194028062435,12,Fail,High,58.13821711073238,60,61,61,9,5,1
633,634,2.9701387263225074,56,100,2.459374220129887,0,Pass,Medium,81.56734707562323,18,86,71,1,1,0
634,635,9.413761434269418,14,55,2.661473069772832,21,Fail,High,59.86140347757586,75,16,60,23,1,0
635,636,3.31086623212155,6,99,0.5656168514273896,6,Fail,High,58.6125640605189,8,64,32,37,1,0
636,637,0.983395454137206,81,69,1.81252961993611,36,Pass,Low,85.05399571768326,70,94,65,27,2,0
637,638,9.009294655181742,31,54,2.687696535337314,41,Fail,High,64.87133973287861,27,94,29,27,4,0
638,639,6.764153414170037,91,90,4.370631249887721,43,Pass,Low,86.74865214556998,77,56,19,38,0,0
639,640,6.8408809559782044,5,69,3.711859122671741,20,Fail,High,64.78384165748487,94,54,59,1,5,1
640,641,9.575715534175526,93,88,3.537183882282848,35,Pass,Low,100.25729216953988,51,52,81,4,3,1
641,642,3.8455811595652967,18,81,0.4970012764489651,42,Fail,High,67.80017865874515,82,55,73,10,5,1
642,643,8.653955126711024,94,52,2.1303171008437416,10,Pass,Low,96.20228846378951,15,97,23,9,0,0
643,644,8.08508996410837,46,58,3.027232079803957,37,Pass,Medium,71.01383535689297,68,8,3,1,1,0
644,645,1.353596940293368,50,74,0.3766194952379609,45,Pass,Medium,74.18209828782796,98,21,36,14,5,0
645,646,6.486945012276049,99,69,0.6795791172506216,28,Pass,Low,93.46893224138964,11,12,3,38,4,0
646,647,9.99878513373307,24,72,1.8897059372422675,49,Fail,High,64.32351028411964,24,88,76,40,4,1
647,648,1.1542672961071687,62,61,0.6675458641159127,9,Pass,Low,83.17692544477833,51,47,88,36,2,0
648,649,6.307144911169258,25,71,1.9874991806188105,47,Fail,High,69.06168858761572,84,17,76,6,5,1
649,650,3.170514066502382,1,81,0.822136396969308,10,Fail,High,57.99752544791564,99,75,17,19,1,0
650,651,5.0199426669548615,95,80,2.6440475297883435,47,Pass,Low,93.13193736585391,52,39,87,33,3,0
651,652,6.558739489420406,85,89,3.427953960447653,43,Pass,Low,84.59260929691416,22,16,65,34,2,0
652,653,2.169450069720317,64,77,0.0834387773915823,34,Pass,Low,85.78711304915313,15,14,47,33,1,0
653,654,1.5838877949017394,47,61,0.5568600901610798,44,Pass,Medium,75.57680670974861,56,14,32,21,2,0
654,655,6.686816154859619,13,71,3.821362867204611,47,Fail,High,72.27999501453678,38,78,57,30,5,0
655,656,2.955563469003369,53,52,3.318220347149888,6,Pass,Medium,86.12948270364747,52,62,82,22,0,0
656,657,3.431759338914513,0,82,3.6355029291850727,23,Fail,High,47.40233519256532,41,38,72,18,5,1
657,658,7.118032577518224,50,61,2.856821229885862,17,Pass,Medium,82.62428934166229,57,12,27,3,1,0
658,659,4.08411822155716,8,91,1.4238110071911214,17,Fail,High,67.80603270900905,38,80,34,23,3,1
659,660,1.172410890554474,68,67,0.4609876411265828,3,Pass,Low,93.06612149674292,13,31,9,19,3,0
660,661,2.342421874485596,95,71,1.8937288772709973,47,Pass,Low,101.22739127518474,94,8,64,38,1,0
661,662,8.06200861463588,61,60,1.016093033252912,10,Pass,Low,86.77498325119309,4,39,41,27,2,0
662,663,4.5384467825335975,15,55,4.956460586049239,48,Fail,High,63.16277109188345,34,19,84,38,4,0
663,664,1.3025906620249272,27,50,0.3124425506314604,12,Fail,High,68.99209879901008,86,89,8,16,1,0
664,665,0.1546900215490076,85,87,3.085366267439446,9,Pass,Low,94.57035725248775,92,90,59,18,5,0
665,666,5.7279680726740185,8,69,1.92841785108916,27,Fail,High,70.70781415250129,74,84,14,34,3,1
666,667,4.642969325640982,88,92,0.5272398984326765,45,Pass,Low,97.24617740149444,17,81,98,31,0,0
667,668,8.88023680073303,11,89,3.422138804892437,5,Fail,High,58.42345975097338,75,76,56,38,3,1
668,669,6.211236909045055,23,79,0.8703623157117613,40,Fail,High,65.196220618533,8,79,68,34,4,0
669,670,7.388057077404104,22,79,3.807234280422252,32,Fail,High,74.61421056056884,73,72,21,29,3,0
670,671,6.948983935078038,47,52,0.4717761152725924,21,Pass,Medium,82.52866759600091,57,62,63,16,4,0
671,672,9.338066322504348,27,79,4.41820076469951,37,Fail,High,75.19256171852956,16,75,40,28,1,1
672,673,4.962168241936709,86,91,4.043867388212036,23,Pass,Low,95.92491195458604,6,43,86,5,3,0
673,674,1.2292571018496057,79,58,1.7933924621260848,44,Pass,Low,86.47898163895336,45,37,70,16,2,0
674,675,8.189929581647084,90,81,4.549405001830714,9,Pass,Low,91.1170158131174,12,82,55,16,5,0
675,676,9.9400825571669,26,53,2.747728246031389,10,Fail,High,70.36724394774679,39,59,22,13,2,1
676,677,1.3036859621118424,49,59,1.292049419528879,48,Pass,Medium,89.06002950625741,41,70,24,23,5,0
677,678,2.2789218739683337,47,75,3.212859670923064,4,Pass,Medium,89.21454855507298,8,98,90,36,3,1
678,679,5.428049599011713,19,53,0.0223198865876089,13,Fail,High,65.66458774014492,49,47,5,39,3,0
679,680,2.792005478503809,99,63,4.332993594078368,26,Pass,Low,92.362629072346,26,17,33,38,5,0
680,681,4.943349525693337,57,55,4.058577219214669,32,Pass,Medium,72.06409330164527,65,15,62,31,0,0
681,682,9.788674440357187,35,88,0.9151916061331078,34,Fail,High,75.88254113651175,4,54,8,35,3,1
682,683,9.171660019661074,94,60,1.269362685738788,25,Pass,Low,102.8591211337871,28,38,59,36,0,0
683,684,6.936677962915967,91,59,2.4487831453161144,45,Pass,Low,99.42481540128496,36,67,48,13,0,1
684,685,2.8155556621458344,26,78,0.9510437119987968,25,Fail,High,76.54173314620522,37,58,96,26,5,0
685,686,2.2288165766299284,14,71,0.1485584871553358,1,Fail,High,67.82978343722695,82,88,50,18,0,0
686,687,7.404913885744786,44,100,1.0482589913324074,45,Pass,Medium,80.07142636896752,7,95,59,30,0,0
687,688,7.650437212781264,63,86,1.472754517543018,43,Pass,Low,76.60020006385751,64,61,69,8,1,0
688,689,5.431311337262058,40,76,4.591050427077795,14,Fail,Medium,73.48716571151489,85,12,36,37,2,0
689,690,5.4554167641468005,30,57,0.1172464285191221,35,Fail,High,72.73263985261008,16,80,30,16,0,0
690,691,4.28538421213046,31,69,3.960321893251066,49,Fail,High,68.55894653993366,70,100,97,18,2,1
691,692,0.1149135435631665,11,88,3.313767170294269,35,Fail,High,59.85350010262058,88,5,40,3,0,1
692,693,0.9781590720374288,75,59,1.5738927388877348,8,Pass,Low,93.04210585099936,44,82,61,10,2,0
693,694,4.807687156370887,57,97,2.92514771997535,0,Pass,Medium,82.63466649374344,3,76,92,21,3,1
694,695,5.286098844571045,71,64,2.169616842852655,10,Pass,Low,84.61299981821884,35,59,57,3,3,1
695,696,9.151019338479434,19,98,0.6218492098315237,11,Fail,High,63.23869983654463,69,89,13,16,2,1
696,697,6.733241193420712,1,63,0.3828794921205752,4,Fail,High,63.647555088743694,30,13,35,7,0,1
697,698,3.8666898606949607,56,89,4.429975036520113,26,Pass,Medium,76.85116543151969,18,94,35,33,1,0
698,699,3.919993631796397,89,68,0.940761771600836,44,Pass,Low,94.77599683488508,60,53,78,10,2,1
699,700,3.26544988440076,16,88,0.7148188624310142,41,Fail,High,60.499906609716334,53,3,7,30,4,0
700,701,5.313464804128886,75,93,2.412978644078749,48,Pass,Low,84.91303754944423,38,38,25,10,1,0
701,702,2.204453580542488,6,76,2.340997967258179,37,Fail,High,62.87114334943505,90,71,35,37,4,0
702,703,1.785235256765828,37,63,0.877479856282235,49,Fail,High,76.28943643408458,73,24,47,20,2,1
703,704,2.4489285393688744,48,86,0.9701874532675624,1,Pass,Medium,77.05870506700771,89,76,84,29,0,1
704,705,8.732788000258072,100,66,2.724789279182173,4,Pass,Low,100.17714377835767,18,31,27,9,4,0
705,706,5.151236099754741,57,96,1.0529855065472211,11,Pass,Medium,83.09982102366249,38,58,67,25,2,1
706,707,3.788420065459266,45,94,1.0216068792098263,16,Pass,Medium,69.63236831971089,66,62,61,26,1,0
707,708,6.845582700379717,98,51,0.596104733997258,13,Pass,Low,95.50947826922776,44,37,79,7,0,0
708,709,4.790641336286701,3,67,3.0613340844669343,44,Fail,High,60.24620109564127,12,91,85,38,4,0
709,710,2.3528088835776084,76,62,4.503214950572366,18,Pass,Low,90.27094438788892,91,52,75,7,2,1
710,711,9.953379737823854,65,66,1.0159795405711236,40,Pass,Low,94.70658013329944,57,93,79,7,0,0
711,712,0.1394535748700043,78,53,2.880535361594592,11,Pass,Low,90.99494753622528,19,66,50,33,0,0
712,713,9.965647211882647,40,51,3.3628341508438577,10,Fail,Medium,81.87127864746016,91,27,41,15,3,1
713,714,9.075605570882551,21,89,3.1140362527690697,31,Fail,High,72.97896359335859,71,2,100,40,0,0
714,715,1.974066981945184,76,69,1.0744478312643206,0,Pass,Low,90.06106920036252,60,97,28,12,2,1
715,716,5.734601098800702,23,74,0.9237149378287928,2,Fail,High,71.74350928889206,38,79,81,22,1,1
716,717,6.704910339896314,42,72,0.2847771245325786,41,Pass,Medium,73.56154031413799,0,21,9,11,5,0
717,718,1.6638666616232056,93,74,1.0522639902413444,30,Pass,Low,103.125694120934,2,95,38,26,3,1
718,719,5.441375505813656,10,97,2.5856507710586643,8,Fail,High,65.96988882268073,76,37,81,21,2,1
719,720,2.200793003138762,1,97,2.5244120610742016,3,Fail,High,50.95197773349695,91,71,0,31,2,0
720,721,0.6126851200554095,78,93,1.2158673082453126,41,Pass,Low,96.3381944710177,61,71,38,26,2,1
721,722,3.467127492151624,64,87,0.3096148252356051,41,Pass,Low,91.51285820968334,62,61,20,1,4,1
722,723,6.966635951647843,21,67,3.936416240819971,13,Fail,High,77.4898398499314,24,56,64,32,4,1
723,724,2.9176386692693197,92,65,0.0886957945019145,37,Pass,Low,103.76254489595814,55,5,14,25,1,0
724,725,6.126784891200038,15,82,2.237999403422169,6,Fail,High,61.88573637328499,32,77,3,27,2,0
725,726,2.307118931202975,46,89,0.2094763059757748,43,Pass,Medium,72.80572522595351,37,31,59,18,4,0
726,727,4.062130329894834,97,99,1.2039728155156664,9,Pass,Low,100.04665551581304,5,98,60,4,4,1
727,728,1.026233263327867,11,58,4.31013725432339,32,Fail,High,68.2039430406008,57,9,19,32,4,1
728,729,3.4809768069444025,55,96,3.956330377918716,14,Pass,Medium,82.1368117192354,43,2,9,19,1,0
729,730,6.369749289194568,23,87,4.727431179007421,27,Fail,High,65.13177077475903,44,58,86,29,1,1
730,731,7.214077936432266,27,88,2.2120524532162573,44,Fail,High,65.00658837956236,31,75,33,7,2,1
731,732,9.857080356963928,15,50,4.276550110315935,31,Fail,High,57.10590022389588,44,48,47,37,3,0
732,733,1.9873995921552312,78,71,3.932282617559885,46,Pass,Low,95.3693168555655,60,58,32,16,2,1
733,734,0.6056864543664675,82,79,3.413398793898944,43,Pass,Low,86.12074278565254,46,30,97,0,4,1
734,735,2.49854508153864,67,68,2.771772756627,8,Pass,Low,88.40309592622067,20,92,60,2,5,1
735,736,2.5448182010738343,47,77,0.0794265819253814,41,Pass,Medium,75.23340542976509,79,68,9,25,4,1
736,737,3.7692311078565255,50,90,1.7034163276943393,23,Pass,Medium,80.33455975442789,84,61,53,30,0,1
737,738,9.27669088841103,58,86,1.714984179667189,7,Pass,Medium,88.34462117234845,74,51,83,7,5,0
738,739,7.228813939387681,31,64,2.3612435077795872,1,Fail,High,72.62890828749518,100,88,64,7,5,1
739,740,1.5601916280310946,48,84,2.337120212617236,3,Pass,Medium,80.06599689785587,35,40,76,34,2,0
740,741,7.468652404385075,40,92,1.3228751867130428,7,Fail,Medium,72.07214624547916,98,30,0,38,4,1
741,742,5.624136818307521,2,92,3.704129631464848,21,Fail,High,53.71760743730312,18,84,4,27,4,0
742,743,9.852787045612365,14,53,4.262770651163395,3,Fail,High,57.77494427012389,19,83,79,3,3,1
743,744,8.569458027542646,35,77,4.043943522307747,34,Fail,High,77.45657101539933,56,21,14,15,0,0
744,745,0.6802029312331948,31,53,2.832796246844869,35,Fail,High,72.86909040630759,17,3,27,12,2,1
745,746,4.493709897312622,90,52,3.0689344265296152,38,Pass,Low,101.26582644433408,46,12,94,19,1,0
746,747,1.94062418370317,84,88,0.873126309633232,19,Pass,Low,96.01423341376842,48,44,22,4,2,0
747,748,0.5787946264264132,50,89,3.4196183485414893,5,Pass,Medium,80.75482873420422,13,41,16,36,5,0
748,749,0.2253604151541033,61,53,4.91013819399792,2,Pass,Low,90.68427928819392,14,48,97,19,2,1
749,750,1.547895299888914,87,55,3.6148302512133874,46,Pass,Low,89.55906606311595,30,19,12,23,3,0
750,751,6.9962874811149085,53,53,0.8848154477651038,19,Pass,Medium,79.43814097842285,0,76,13,35,2,0
751,752,2.503963881051704,52,63,1.670903174376221,1,Pass,Medium,88.7140899441442,53,80,10,33,3,0
752,753,1.504402926011987,16,66,0.8857145068092726,11,Fail,High,66.08291658946754,2,53,27,33,5,1
753,754,5.975433418199428,1,74,4.765512334067704,11,Fail,High,63.56759022906548,15,35,41,18,3,0
754,755,3.0646894287396265,26,97,3.1441412852287307,25,Fail,High,64.30346875845183,86,96,95,16,4,1
755,756,4.248410880921234,45,87,3.765555536372462,20,Pass,Medium,69.20756649870756,56,0,98,4,1,0
756,757,5.772621240803321,85,67,0.5007944779302792,41,Pass,Low,100.46551705294488,74,14,60,24,5,0
757,758,8.865118307743693,38,66,0.494754367997765,30,Fail,High,69.27040710323048,11,76,63,17,3,0
758,759,7.983407064624098,73,94,4.422984342260034,16,Pass,Low,90.33263581123828,73,16,30,7,0,0
759,760,5.30043033135562,42,67,4.887342905491299,43,Pass,Medium,72.7682768428452,95,23,80,26,5,0
760,761,6.753327718323398,45,83,2.205294876955469,13,Pass,Medium,79.8780231467454,15,57,72,14,0,1
761,762,8.016358080348784,18,99,1.2597089904598702,13,Fail,High,68.01510934172387,71,71,9,12,1,0
762,763,3.748013179182697,78,92,3.7899637689812233,31,Pass,Low,85.97606572833315,75,90,7,15,3,1
763,764,2.6368362753771413,56,73,0.3204571318736904,2,Pass,Medium,86.52875377788477,23,22,20,21,5,1
764,765,7.647353568219385,76,60,3.1317183293189714,40,Pass,Low,95.3034284046151,27,45,76,19,5,0
765,766,3.950345145016466,18,75,0.9056348463551184,27,Fail,High,66.50371535912448,7,71,58,12,1,0
766,767,5.796358785485792,92,67,3.310700212030436,15,Pass,Low,101.03420271584082,91,7,49,19,4,0
767,768,2.853468880885212,1,72,0.2856459893438401,27,Fail,High,60.61442750958509,35,58,68,1,0,0
768,769,9.231480506898812,55,69,3.8218389094449567,13,Pass,Medium,77.71454029615553,89,89,69,34,5,0
769,770,9.835764748101228,73,81,3.486949839427566,34,Pass,Low,82.36973005732466,7,58,29,18,2,1
770,771,5.875757225422089,18,63,0.6181185326641109,46,Fail,High,61.040820957748906,57,12,94,36,0,0
